예측대상일자,배추_가격(원/kg),무_가격(원/kg),양파_가격(원/kg),건고추_가격(원/kg),마늘_가격(원/kg),대파_가격(원/kg),얼갈이배추_가격(원/kg),양배추_가격(원/kg),깻잎_가격(원/kg),시금치_가격(원/kg),미나리_가격(원/kg),당근_가격(원/kg),파프리카_가격(원/kg),새송이_가격(원/kg),팽이버섯_가격(원/kg),토마토_가격(원/kg),청상추_가격(원/kg),백다다기_가격(원/kg),애호박_가격(원/kg),캠벨얼리_가격(원/kg),샤인마스캇_가격(원/kg)
2020-09-29+1week,1346.3244051262643,1143.0332000602145,1033.4056705788453,16372.14334734469,4568.118952838741,2061.2479553148937,1460.541954697938,1071.454201592819,7572.443543336339,5386.33831710066,3877.322187267495,1710.163222100122,5227.461973066255,2728.840658809447,2810.4259638202566,3319.581533780847,5298.724068165942,2470.8872733959524,2333.058339666058,2655.956017375623,10729.046003959418
2020-09-29+2week,1112.097530803223,1042.2096008147519,1046.2809327419284,17973.107101545025,4541.643583985482,1852.9771948689477,1208.1817335423784,989.941879421699,6821.900395203621,4328.017111068811,3095.907753652847,1715.1261193899343,4839.318559827779,2728.981360933725,2457.276614218685,3620.714299153593,5077.493353552646,2192.8374562876184,1937.3148623003206,2687.3014541789307,10499.24575846307
2020-09-29+4week,947.2703893261902,977.0845372403196,1146.3468071603725,15046.668728461751,4627.251499451056,1651.7315405359943,932.150010255601,980.3558151783591,5983.817891349284,3096.522933086806,2475.8158515114287,1562.9231800922314,4882.0023880017825,2690.463082136033,2327.9806314377997,3531.4162940876836,4904.243981958194,2039.451178260216,1860.566048223024,3238.584532993828,10495.25654906366
2020-09-30+1week,1283.4527334272625,1159.0123446401758,1050.4262666394081,15191.325907576409,4410.107159944935,1963.0278461433552,1483.8764586961172,1108.3180223253146,8026.803990043859,4729.184119135004,3939.046541005963,1606.1604004249587,5172.349103847159,2752.454005182728,2756.455014824562,3502.0362536863504,5056.505302497629,2398.5224464861435,2236.4327628884616,2704.8913424836933,8417.03745795529
2020-09-30+2week,1060.1862289591043,1083.3858358313198,1065.3746487853923,15572.387539362588,4489.9813479364275,1875.7365328938615,1224.9876578894157,1040.501263136887,7122.66691382746,3953.1295520832596,3248.8509887667938,1642.1396543962062,4957.900990752397,2664.616609753712,2396.2426101264687,3710.6036783744835,4846.465280165062,2247.7392235862753,1964.8861916721914,2761.998139252226,9414.88420622202
2020-09-30+4week,872.3946146921489,975.5167374304389,1145.0036932870496,16529.430726338236,4624.2085353058355,1564.0735130551623,1012.7985496316352,1004.3023370075199,6448.799653158443,2988.3345404811994,2645.434265867921,1618.5043716702069,4692.335567020077,2641.324735722698,2074.1431984572628,3592.171014963052,4627.086781891172,2114.742793587416,1895.0788781404844,3074.6715714177135,8796.57478956421
2020-10-01+1week,1120.422471056139,1122.6372508268455,1005.0662454875109,16726.115328918782,4239.948994305254,1999.5762584206889,1443.8635654778348,1076.6176676739326,7387.175534268237,4644.160765494234,3604.6036841735645,1599.4106699089423,4864.296575423784,2670.5077082651146,2591.3158797361866,3488.9063713492174,4958.923072949688,2306.627697746444,2217.382383890104,2568.0429064029786,8282.704722507018
2020-10-01+2week,957.0719614997219,1053.7960121962208,1130.2050314426426,16804.149089056617,4474.257037321372,1891.584633994524,1227.0941839486115,1012.42386831089,6688.227848046489,3899.99595440982,3233.361622804337,1595.68646341925,4936.45912898329,2687.6527671102153,2264.2830236992304,3843.630685438378,4777.13710922568,2251.869601616545,2139.0296290260735,2609.9770327799497,9180.535199323987
2020-10-01+4week,903.2380492188627,1009.2815265085143,1179.1175208226284,17449.613373544304,4325.615270076838,1581.2329715004726,1069.1237498889338,1016.8557157363321,6469.37907513785,3412.859236293442,2621.3548778322106,1566.6255567003607,4725.259150182214,2651.4476300689753,2130.7356887056208,3643.5871517885903,4430.848980006572,2107.2636988436866,1968.6805541233819,2974.0828540515436,8899.70869153739
2020-10-02+1week,1179.5091105385666,1090.596517838734,1096.9053220535316,16101.41616703876,4689.486384928895,1999.4310962722745,1410.4675938204582,1098.226617491491,7069.49198161587,4302.8467574568685,3545.1052585532743,1721.1341709185017,5230.839644279091,2625.1481683945776,2620.034252353425,3723.2818216574306,4536.233921954329,2400.2801494521377,2239.0885978363094,2564.404993133398,10432.691535809965
