예측대상일자,배추_가격(원/kg),무_가격(원/kg),양파_가격(원/kg),건고추_가격(원/kg),마늘_가격(원/kg),대파_가격(원/kg),얼갈이배추_가격(원/kg),양배추_가격(원/kg),깻잎_가격(원/kg),시금치_가격(원/kg),미나리_가격(원/kg),당근_가격(원/kg),파프리카_가격(원/kg),새송이_가격(원/kg),팽이버섯_가격(원/kg),토마토_가격(원/kg),청상추_가격(원/kg),백다다기_가격(원/kg),애호박_가격(원/kg),캠벨얼리_가격(원/kg),샤인마스캇_가격(원/kg)
2020-09-29+1week,1449.7678483783973,956.6714524147174,969.6453787221142,21274.016922549952,5115.689448185354,2259.941167479942,1429.7539888543402,1048.2540982695007,7420.506526998393,4926.867874668732,3690.3110768622237,1595.2937620181638,5160.164161783756,2534.801935543309,2685.304589655966,3143.6691844490865,3964.789883997737,2176.033411681406,2200.086730434249,3569.0034744754666,10641.664354662515
2020-09-29+2week,1182.9356205252166,863.1646142210296,967.2969158114634,17581.24067901442,5154.370159059322,1996.6109073243756,1225.3760679929155,913.5526970153522,5959.367186281658,3653.5388649364595,2779.7262921250253,1584.2025827403138,4043.817922860084,2354.272997716771,1912.9299549215625,3200.0550843985243,4183.68444685227,1912.788399926843,1825.8197344884018,3458.9489513217,10865.89249517709
2020-09-29+4week,1003.6160699791317,881.3681218444185,1017.9001085243103,17281.871174844237,5229.725439087997,1556.4189419629765,888.9779540959025,801.7119768648256,5931.267804240912,3101.055390282997,2502.217199854542,1365.4487866851239,3913.331411025055,2341.3563159497207,1889.435659961466,2632.9683224909677,4682.009280790719,1892.23094567673,1760.0460118490341,3646.947809237944,10252.996840341895
2020-09-30+1week,1437.4419875621224,959.5996474306112,987.2618008827606,20334.032655932493,5047.121482330713,2201.5008824007755,1394.2020413436653,1031.769704496092,7666.616039628171,4186.940030991701,3618.3450572504853,1554.6979486693417,4635.712744030983,2538.032156231273,2571.2918372862164,3250.045856703762,3847.1396865460483,1985.4766311473568,2074.674326175189,3583.566540033183,9975.53403552153
2020-09-30+2week,1137.6863016088978,901.2829111694227,977.0258813281057,19129.798246850205,4954.883978648271,1992.1201555421003,1140.0169925861114,916.0158069735129,6021.7319113736185,3370.656933288684,2794.9535515814882,1530.593516917777,4103.810854299111,2334.963572362767,1894.6197536938978,3284.827995321738,4042.706705176319,1920.4789656561713,1862.7343961384424,3437.705308031942,10475.436345497421
2020-09-30+4week,948.930214704555,843.8222926357879,1038.1225990878931,20047.84926023796,5129.693369095748,1462.9718246086045,928.127837906837,810.0720228953295,5804.931523980754,2980.262725555492,2546.752105918055,1414.8844693358435,3759.071381342886,2326.72905216636,1813.2844300673048,2655.3949320756474,4529.81823100325,1914.8184302748898,1738.9700722480654,3600.4438131190886,9736.027641964909
2020-10-01+1week,1261.7567354196447,951.7693185951471,959.4436638144962,21581.271243645882,4838.44170120125,2251.2509919637278,1380.1304095163503,1042.9698368880918,6678.586024117511,4060.073256529155,3060.6905037797474,1592.7952007198844,4574.078635947007,2454.5365311473106,2291.723779079537,3294.2038998702083,3730.8599268451694,1833.9966640960884,2021.236930387381,3599.9359364019238,10570.55132776074
2020-10-01+2week,1081.8565494715476,876.0679488021802,999.638119239808,17438.7106864771,4827.306812118633,1958.4665561876882,1180.9734285401712,908.0035720168142,5895.813707026167,3451.3899940504607,2902.158591899713,1497.6440901247295,4101.962427180935,2343.211890240541,1856.757436356798,3252.4911811582165,3749.172534550882,1891.1630712015233,1916.8505355697102,3422.9395906073996,11177.778177451359
2020-10-01+4week,854.321696924709,898.316524750195,1051.2253527010541,19376.473647466868,4852.811145934216,1495.5071145084296,992.3586574363638,809.7571926703033,5931.4367287232335,3179.1035560569935,2620.0740881745255,1363.7859659860899,3488.243377387541,2329.6516803296036,1825.9289205297882,2659.8347642014455,3405.903781669132,1912.5747018517711,1774.2962906638634,3563.3569548348282,11134.661801576634
2020-10-02+1week,1172.5711906871902,885.1718886320525,998.7449912512297,18380.62754345079,5141.919837035352,2096.7207655348884,1288.2910509921683,973.2425635248362,6450.49816191256,3301.290908015276,2900.6377466417493,1623.3036608191428,4701.33307400586,2410.9788684597306,2224.4961456845176,3319.9155924539837,3582.694866798629,1989.674355273838,2035.0570995145163,3578.384954039221,11287.011769913033
